0,1
Standard ML,OCaml
Standard ML,Python
Standard ML,Rust
Standard ML,Scala
StarLogo,Etoys
StarLogo,NetLogo
StarLogo,Scratch
Strongtalk,Dart
Strongtalk,HotSpot (virtual machine)
Strongtalk,Java
Superplan,ALGOL 58
Swift,Rust
Symbolic Manipulation Program,Wolfram Language
T,EuLisp
T,Joule
T,Oaklisp
TELCOMP,MUMPS
TMG (language),B
TMG (language),Donald Knuth
TMG (language),Yacc
Tcl,PHP
Tcl,PowerShell
Tcl,Tea
Tcl,Windows PowerShell
Tk (software),PowerShell
Tk (software),Windows PowerShell
Turing,Object-Oriented Turing
Turing Plus,Object-Oriented Turing
Tymshare SUPER BASIC,BASIC-PLUS
TypeScript,AssemblyScript
TypeScript,AtScript
TypeScript,Dart
UCSD Pascal,Java
Unix shell,Perl
VHDL,SystemVerilog
Verilog,SystemVerilog
Visual Basic,Basic4ppc
Visual Basic,C Sharp
Visual Basic,Gambas
Visual Basic (classic),Basic4android
Visual Basic (classic),Basic4ppc
Visual Basic (classic),Gambas
Visual Basic (classic),NS Basic
Visual Basic (classic),Visual Basic .NET
Visual Basic (classic),Windows Forms
Visual Basic (classic),Xojo
Visual Basic .NET,Microsoft Small Basic
Visual J++,C Sharp
Visual J++,J Sharp
WebAssembly,AssemblyScript
Whiley,Ceylon
Wikipedia:Citation needed,CoffeeScript
Wikipedia:Citation needed,LYaPAS
Wikipedia:Citation needed,PHP
Wolfram Language,Clojure
Wolfram Language,Julia
Wolfram Language,Jupyter
Wolfram Mathematica,Julia
XAML,QML
XBase,Ring
XTalk,SenseTalk
YAML,CoffeeScript
Z notation,Eiffel
ZPL,Chapel
tp://erights.org/history/original-e/index.html,E
tps://foldoc.org/Lean,Clean
