0,1
Oberon-2,Oberon_(programming_language)
Oberon-2,Zonnon
Oberon_(programming_language),Active_Oberon
Oberon_(programming_language),Component_Pascal
Oberon_(programming_language),Go_(programming_language)
Oberon_(programming_language),Java_(programming_language)
Oberon_(programming_language),Modula-3
Oberon_(programming_language),Nim_(programming_language)
Oberon_(programming_language),Oberon-2
Oberon_(programming_language),Object_Oberon
Oberon_(programming_language),Zonnon
ObjVlisp,EuLisp
Object_Oberon,Active_Oberon
Object_Oberon,Oberon-2
Object_Pascal,C/AL
Object_Pascal,C_Sharp_(programming_language)
Object_Pascal,Genie_(programming_language)
Object_Pascal,Java_(programming_language)
Object_Pascal,Nim_(programming_language)
Object_Pascal,Oxygene_(programming_language)
Object_REXX,NetRexx
Objective-C,Apache_Groovy
Objective-C,Cobra_(programming_language)
Objective-C,Java_(programming_language)
Objective-C,Logtalk
Objective-C,Nu_(programming_language)
Objective-C,Objective-J
Objective-C,Swift_(programming_language)
Objective-C,TOM_(object-oriented_programming_language)
Occam_(programming_language),Ease_(programming_language)
Occam_(programming_language),Go_(programming_language)
Occam_(programming_language),Python_(programming_language)
OpenVera,SystemVerilog
Orwell_(programming_language),Haskell
Oz_(programming_language),Alice_(programming_language)
Oz_(programming_language),Scala_(programming_language)
PHP,Active_Server_Pages
PHP,Hack_(programming_language)
PHP,Haxe
PHP,Jakarta_Server_Pages
PL/0,MATLAB
PL/I,B_(programming_language)
PL/I,CMS-2
PL/I,C_(programming_language)
PL/I,Control_Language
PL/I,IBM_PL/S
PL/I,NetRexx
PL/I,PL-6
PL/I,PL/8
PL/I,PL/M
PL/I,Rexx
PL/I,SP/k
PL/I,TMG_(language)
PL/SQL,PL/pgSQL
PL/SQL,SQL/PSM
PLEX_(programming_language),Erlang_(programming_language)
PSB-Prolog,XSB
ParaSail_(programming_language),Nim_(programming_language)
Pascal_(programming_language),Ada_(programming_language)
Pascal_(programming_language),C/AL
Pascal_(programming_language),COMAL
Pascal_(programming_language),Component_Pascal
Pascal_(programming_language),Cool_(programming_language)
Pascal_(programming_language),Euclid_(programming_language)
Pascal_(programming_language),Go_(programming_language)
Pascal_(programming_language),HyperTalk
Pascal_(programming_language),Java_(programming_language)
Pascal_(programming_language),Limbo_(programming_language)
Pascal_(programming_language),Microsoft_Power_Fx
Pascal_(programming_language),Modula
Pascal_(programming_language),Modula-2
Pascal_(programming_language),Modula-2+
Pascal_(programming_language),Modula-3
Pascal_(programming_language),OCaml
Pascal_(programming_language),Oberon-2
Pascal_(programming_language),Oberon_(programming_language)
Pascal_(programming_language),Object_Pascal
Pascal_(programming_language),Oxygene_(programming_language)
Pascal_(programming_language),ParaSail_(programming_language)
Pascal_(programming_language),SISAL
Pascal_(programming_language),Seed7
Pascal_(programming_language),Standard_ML
Pascal_(programming_language),Structured_text
Pascal_(programming_language),Turing_(programming_language)
Pascal_(programming_language),VHDL
Pascal_(programming_language),Verilog
Pascal_(programming_language),Wolfram_Language
Pascal_(programming_language),Zonnon
Perl,Apache_Groovy
Perl,BeanShell
Perl,CoffeeScript
Perl,ECMAScript
Perl,JavaScript
Perl,Julia_(programming_language)
Perl,LPMud
Perl,PHP
Perl,PowerShell
Perl,Python_(programming_language)
Perl,Qore_(programming_language)
Perl,Raku_(programming_language)
Perl,Ruby_(programming_language)
Perl,Wikipedia:Citation_needed
Pizza_(programming_language),Generics_in_Java
Pizza_(programming_language),Scala_(programming_language)
Plankalkül,ALGOL_58
Plankalkül,Heinz_Rutishauser
Plankalkül,Superplan
Planner_(programming_language),Prolog
Planner_(programming_language),Smalltalk
Polymorphic_Programming_Language,S_(programming_language)
Polyphonic_C_Sharp,Cω
PostScript,PDF
Progress_Chef,PowerShell
Prolog,Clojure
Prolog,Constraint_Handling_Rules
Prolog,Curry_(programming_language)
Prolog,Datalog
Prolog,Erlang_(programming_language)
Prolog,KL0
Prolog,KL1
Prolog,Logtalk
Prolog,Mercury_(programming_language)
Prolog,Oz_(programming_language)
Prolog,Strand_(programming_language)
Prolog,Visual_Prolog
Prolog,Wolfram_Language
Prolog,XSB
Puppet_(software),PowerShell
Python_(programming_language),Apache_Groovy
Python_(programming_language),Boo_(programming_language)
Python_(programming_language),Cobra_(programming_language)
Python_(programming_language),CoffeeScript
Python_(programming_language),Crystal_(programming_language)
Python_(programming_language),D_(programming_language)
Python_(programming_language),ECMAScript
Python_(programming_language),F_Sharp_(programming_language)
Python_(programming_language),Genie_(programming_language)
Python_(programming_language),Go_(programming_language)
Python_(programming_language),Haxe
Python_(programming_language),Io_(programming_language)
Python_(programming_language),JavaScript
Python_(programming_language),Julia_(programming_language)
Python_(programming_language),Kotlin_(programming_language)
Python_(programming_language),Nim_(programming_language)
Python_(programming_language),PowerShell
Python_(programming_language),Pyomo
Python_(programming_language),Ring_(programming_language)
Python_(programming_language),Ruby_(programming_language)
Python_(programming_language),Squirrel_(programming_language)
Python_(programming_language),Swift_(programming_language)
Python_(programming_language),Whiley_(programming_language)
QBasic,FreeBASIC
QBasic,Microsoft_Small_Basic
QBasic,QB64
QBasic,SmallBASIC
QML,Qt_(software)
QML,Ring_(programming_language)
Qt_(software),QML
QuickBASIC,FreeBASIC
QuickBASIC,QB64
QuickBASIC,QBasic
R_(programming_language),Julia_(programming_language)
Racket_(programming_language),Clojure
Racket_(programming_language),Rust_(programming_language)
Racket_(programming_language),Scheme_(programming_language)
Raku_(programming_language),Haskell
Raku_(programming_language),Perl
Rebol,JSON
Rebol,Red_(programming_language)
Reverse_Polish_notation,RPL_(programming_language)
Rexx,NetRexx
Rexx,Object_REXX
Ruby_(programming_language),Apache_Groovy
Ruby_(programming_language),Clojure
Ruby_(programming_language),CoffeeScript
Ruby_(programming_language),Crystal_(programming_language)
Ruby_(programming_language),D_(programming_language)
Ruby_(programming_language),Dart_(programming_language)
Ruby_(programming_language),Elixir_(programming_language)
Ruby_(programming_language),Fantom_(programming_language)
Ruby_(programming_language),Ioke_(programming_language)
Ruby_(programming_language),Julia_(programming_language)
Ruby_(programming_language),Mirah_(programming_language)
Ruby_(programming_language),Nu_(programming_language)
Ruby_(programming_language),Raku_(programming_language)
Ruby_(programming_language),Ring_(programming_language)
Ruby_(programming_language),Rust_(programming_language)
Ruby_(programming_language),Swift_(programming_language)
Rust_(programming_language),Carbon_(programming_language)
Rust_(programming_language),Crystal_(programming_language)
Rust_(programming_language),Idris_(programming_language)
Rust_(programming_language),Nim_(programming_language)
Rust_(programming_language),Project_Verona
Rust_(programming_language),SPARK_(programming_language)
Rust_(programming_language),Swift_(programming_language)
Rust_(programming_language),Whiley_(programming_language)
Rust_(programming_language),Zig_(programming_language)
SASL_(programming_language),Haskell
SASL_(programming_language),Kent_Recursive_Calculator
SASL_(programming_language),Miranda_(programming_language)
SB-Prolog,XSB
SETL,ABC_(programming_language)
SETL,SETLX
SIMSCRIPT,Simula
SISAL,Haskell
SISAL,SAC_programming_language
SISAL,Wikipedia:Citation_needed
SMP_(computer_algebra_system),Wolfram_Language
SNOBOL,AWK
SNOBOL,Bs_(programming_language)
SNOBOL,Icon_(programming_language)
SNOBOL,Lua_(programming_language)
SNOBOL,TMG_(language)
SP/k,Turing_(programming_language)
SQL,Contextual_Query_Language
SQL,Couchbase_Server
SQL,JOOQ_Object_Oriented_Querying
SQL,Jakarta_Persistence_Query_Language
SQL,Language_Integrated_Query
SQL,PowerShell
SQL,SPARQL
SUPER_BASIC,BASIC-PLUS
S_(programming_language),R_(programming_language)
Sather,Cool_(programming_language)
Scala_(programming_language),C_Sharp_(programming_language)
Scala_(programming_language),Ceylon_(programming_language)
Scala_(programming_language),Chisel_(programming_language)
Scala_(programming_language),F_Sharp_(programming_language)
Scala_(programming_language),Fantom_(programming_language)
Scala_(programming_language),Flix_(programming_language)
Scala_(programming_language),Fortress_(programming_language)
Scala_(programming_language),Hack_(programming_language)
Scala_(programming_language),Kotlin_(programming_language)
Scala_(programming_language),Lasso_(programming_language)
Scala_(programming_language),Red_(programming_language)
Scheme_(programming_language),Cadence_SKILL
Scheme_(programming_language),Clojure
Scheme_(programming_language),Common_Lisp
Scheme_(programming_language),Dylan_(programming_language)
Scheme_(programming_language),ECMAScript
Scheme_(programming_language),EuLisp
Scheme_(programming_language),Gambit_(Scheme_implementation)
Scheme_(programming_language),Haskell
Scheme_(programming_language),Hop_(software)
Scheme_(programming_language),ISLISP
Scheme_(programming_language),JavaScript
Scheme_(programming_language),Joy_(programming_language)
Scheme_(programming_language),Julia_(programming_language)
Scheme_(programming_language),K_(programming_language)
Scheme_(programming_language),Kawa_(Scheme_implementation)
Scheme_(programming_language),LFE_(programming_language)
Scheme_(programming_language),Lua_(programming_language)
Scheme_(programming_language),MultiLisp
Scheme_(programming_language),Oaklisp
Scheme_(programming_language),Python_(programming_language)
Scheme_(programming_language),Q_(programming_language_from_Kx_Systems)
Scheme_(programming_language),R_(programming_language)
Scheme_(programming_language),Racket_(programming_language)
Scheme_(programming_language),Ruby_(programming_language)
Scheme_(programming_language),Rust_(programming_language)
Scheme_(programming_language),S_(programming_language)
Scheme_(programming_language),Sather
Scheme_(programming_language),Scala_(programming_language)
Scheme_(programming_language),Snap!_(programming_language)
Scheme_(programming_language),T_(programming_language)
Scheme_(programming_language),Tea_(programming_language)
Schoonschip,Wolfram_Language
Scratch_(programming_language),Catrobat
Scratch_(programming_language),Makeblock
Scratch_(programming_language),ScratchJr
Scratch_(programming_language),Snap!_(programming_language)
Scratch_(programming_language),Turtlestitch
Sed,AWK
Sed,Perl
Self_(programming_language),Agora_(programming_language)
Self_(programming_language),ECMAScript
Self_(programming_language),Factor_(programming_language)
Self_(programming_language),Io_(programming_language)
Self_(programming_language),JavaScript
Self_(programming_language),Lua_(programming_language)
Self_(programming_language),Newspeak_(programming_language)
Self_(programming_language),NewtonScript
Self_(programming_language),Rebol
Self_(programming_language),Squeak
Self_(programming_language),Strongtalk
Semi-Automatic_Ground_Environment,JOVIAL
Simula,Ada_(programming_language)
Simula,BETA_(programming_language)
Simula,C++
Simula,CLU_(programming_language)
Simula,Eiffel_(programming_language)
Simula,Java_(programming_language)
Simula,List_of_object-oriented_programming_languages
Simula,Object_Pascal
Simula,Pascal_(programming_language)
Simula,Smalltalk
Simula,Squeak
Simula,Wolfram_Language
Sketchpad,Smalltalk
Sketchpad,Squeak
Smalltalk,Ada_(programming_language)
Smalltalk,AgentCubes
Smalltalk,AgentSheets
Smalltalk,Apache_Groovy
Smalltalk,AppleScript
Smalltalk,C++
Smalltalk,COBOL
Smalltalk,Ceylon_(programming_language)
Smalltalk,Common_Lisp_Object_System
Smalltalk,Dart_(programming_language)
Smalltalk,Dylan_(programming_language)
Smalltalk,Erlang_(programming_language)
Smalltalk,Etoys_(programming_language)
Smalltalk,Go_(programming_language)
Smalltalk,Io_(programming_language)
Smalltalk,Ioke_(programming_language)
Smalltalk,Java_(programming_language)
Smalltalk,Lasso_(programming_language)
Smalltalk,Logtalk
Smalltalk,Newspeak_(programming_language)
Smalltalk,NewtonScript
Smalltalk,Oaklisp
Smalltalk,Object_Pascal
Smalltalk,Object_REXX
Smalltalk,Objective-C
Smalltalk,PHP
Smalltalk,Python_(programming_language)
Smalltalk,Raku_(programming_language)
Smalltalk,Ruby_(programming_language)
Smalltalk,Scala_(programming_language)
Smalltalk,Scratch_(programming_language)
Smalltalk,Self_(programming_language)
Smalltalk,Snap!_(programming_language)
Smalltalk,Squeak
Smalltalk,Strongtalk
Smalltalk,Swift_(programming_language)
Smalltalk,Wolfram_Language
Snap!_(programming_language),Turtlestitch
Speakeasy_(computational_environment),MATLAB
Speedcoding,ALGOL_58
Speedcoding,BASIC
Speedcoding,C_(programming_language)
Speedcoding,Fortran
Speedcoding,MUMPS
Speedcoding,PACT_(compiler)
Speedcoding,PL/I
Speedcoding,Ratfor
Squeak,Croquet_OS
Squeak,Etoys_(programming_language)
Squeak,Scratch_(programming_language)
Standard_ML,Elm_(programming_language)
Standard_ML,EuLisp
Standard_ML,F*_(programming_language)
Standard_ML,F_Sharp_(programming_language)
Standard_ML,Haskell
Standard_ML,OCaml
Standard_ML,Python_(programming_language)
Standard_ML,Rust_(programming_language)
Standard_ML,Scala_(programming_language)
StarLogo,Etoys_(programming_language)
StarLogo,NetLogo
StarLogo,Scratch_(programming_language)
Strongtalk,Dart_(programming_language)
Strongtalk,HotSpot_(virtual_machine)
Strongtalk,Java_(programming_language)
Superplan,ALGOL_58
Swift_(programming_language),Rust_(programming_language)
TELCOMP,MUMPS
TMG_(language),B_(programming_language)
TMG_(language),Donald_Knuth
TMG_(language),Yacc
T_(programming_language),EuLisp
T_(programming_language),Joule_(programming_language)
T_(programming_language),Oaklisp
Tcl,PHP
Tcl,PowerShell
Tcl,Tea_(programming_language)
Tk_(software),PowerShell
Tp://erights.org/history/original-e/index.html,E_(programming_language)
Tps://foldoc.org/Lean,Clean_(programming_language)
TypeScript,AssemblyScript
TypeScript,AtScript
TypeScript,Dart_(programming_language)
UCSD_Pascal,Java_(programming_language)
Unix_shell,Perl
VHDL,SystemVerilog
Verilog,SystemVerilog
Visual_Basic,Basic4ppc
Visual_Basic,C_Sharp_(programming_language)
Visual_Basic,Gambas
Visual_Basic_(classic),Basic4android
Visual_Basic_(classic),Basic4ppc
Visual_Basic_(classic),Gambas
Visual_Basic_(classic),NS_Basic
Visual_Basic_(classic),Visual_Basic_.NET
Visual_Basic_(classic),Windows_Forms
Visual_Basic_(classic),Xojo
Visual_Basic_.NET,Microsoft_Small_Basic
Visual_J++,C_Sharp_(programming_language)
Visual_J++,Visual_J_Sharp
Visual_J_Sharp,C_Sharp_(programming_language)
WebAssembly,AssemblyScript
Whiley_(programming_language),Ceylon_(programming_language)
Wikipedia:Citation_needed,CoffeeScript
Wikipedia:Citation_needed,LYaPAS
Wikipedia:Citation_needed,PHP
Wolfram_Language,Clojure
Wolfram_Language,Julia_(programming_language)
Wolfram_Language,Project_Jupyter
Wolfram_Mathematica,Julia_(programming_language)
Wolfram_Mathematica,Microsoft_Power_Fx
XBase,Ring_(programming_language)
XPL,PL/M
XTalk,SenseTalk
YAML,CoffeeScript
ZPL_(programming_language),Chapel_(programming_language)
Z_notation,Eiffel_(programming_language)
